Title                                                           12.07.2021 18:55
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  &293water-day5-30-180-5K
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
            927            927        102.397        107.250        9.70718
            928            928        102.476        107.333        9.70667
            929            929        102.568        107.417        9.70637
            930            930        102.656        107.500        9.70619
            931            931        102.739        107.583        9.70602
            932            932        102.829        107.667        9.70565
            933            933        102.912        107.750        9.70543
            934            934        103.005        107.833        9.70542
            935            935        103.081        107.917        9.70554
            936            936        103.173        108.000         9.7057
            937            937        103.266        108.083         9.7057
            938            938        103.350        108.167        9.70573
            939            939        103.433        108.250        9.70589
            940            940        103.512        108.333        9.70631
            941            941        103.601        108.417        9.70657
            942            942        103.690        108.500         9.7066
            943            943        103.782        108.583        9.70651
            944            944        103.860        108.667        9.70671
            945            945        103.946        108.750        9.70689
            946            946        104.046        108.833        9.70695
            947            947        104.122        108.917        9.70685
            948            948        104.214        109.000        9.70642
            949            949        104.303        109.083        9.70611
            950            950        104.382        109.167         9.7059
            951            951        104.465        109.250        9.70566
            952            952        104.556        109.333        9.70531
            953            953        104.647        109.417        9.70485
            954            954        104.741        109.500        9.70457
            955            955        104.812        109.583        9.70441
            956            956        104.902        109.667        9.70425
            957            957        104.993        109.750        9.70409
            958            958        105.080        109.833        9.70403
            959            959        105.168        109.917        9.70421
            960            960        105.250        110.000        9.70451
            961            961        105.328        110.083        9.70485
            962            962        105.412        110.167        9.70495
            963            963        105.502        110.250        9.70508
            964            964        105.588        110.333        9.70535
            965            965        105.682        110.417        9.70581
            966            966        105.764        110.500        9.70616
            967            967        105.847        110.583        9.70624
            968            968        105.931        110.667        9.70613
            969            969        106.025        110.750        9.70621
            970            970        106.107        110.833        9.70628
            971            971        106.187        110.917        9.70628
            972            972        106.281        111.000        9.70615
            973            973        106.370        111.083        9.70561
            974            974        106.449        111.167        9.70532
            975            975        106.535        111.250        9.70522
            976            976        106.626        111.333        9.70518
            977            977        106.712        111.417         9.7049
            978            978        106.797        111.500        9.70461
            979            979        106.879        111.583        9.70437
            980            980        106.968        111.667        9.70422
            981            981        107.061        111.750        9.70409
            982            982        107.152        111.833        9.70393
            983            983        107.231        111.917        9.70378
            984            984        107.315        112.000        9.70381
            985            985        107.397        112.083        9.70399
            986            986        107.483        112.167        9.70427
            987            987        107.564        112.250        9.70438
            988            988        107.645        112.333        9.70443
            989            989        107.742        112.417        9.70456
            990            990        107.828        112.500        9.70512
            991            991        107.913        112.583        9.70559
            992            992        107.998        112.667        9.70582
            993            993        108.081        112.750        9.70589
            994            994        108.177        112.833        9.70618
            995            995        108.258        112.917        9.70639
            996            996        108.343        113.000        9.70648
            997            997        108.426        113.083        9.70643
            998            998        108.508        113.167        9.70585
            999            999        108.590        113.250         9.7055
           1000           1000        108.686        113.333        9.70525
           1001           1001        108.767        113.417        9.70501
           1002           1002        108.854        113.500        9.70451
           1003           1003        108.946        113.583        9.70419
           1004           1004        109.040        113.667        9.70408
           1005           1005        109.115        113.750        9.70411
           1006           1006        109.198        113.833        9.70428
           1007           1007        109.288        113.917        9.70425
           1008           1008        109.380        114.000        9.70424
           1009           1009        109.460        114.083        9.70438
           1010           1010        109.540        114.167        9.70493
           1011           1011        109.629        114.250        9.70535
           1012           1012        109.723        114.333        9.70553
           1013           1013        109.805        114.417        9.70557
           1014           1014        109.896        114.500        9.70595
           1015           1015        109.980        114.583        9.70626
           1016           1016        110.063        114.667        9.70647
           1017           1017        110.151        114.750        9.70654
           1018           1018        110.240        114.833        9.70609
           1019           1019        110.322        114.917        9.70579
           1020           1020        110.413        115.000        9.70557
           1021           1021        110.496        115.083        9.70537
           1022           1022        110.578        115.167        9.70474
           1023           1023        110.664        115.250        9.70436
           1024           1024        110.753        115.333         9.7042
           1025           1025        110.833        115.417        9.70419
           1026           1026        110.920        115.500        9.70437
           1027           1027        111.016        115.583        9.70438
           1028           1028        111.105        115.667        9.70444
           1029           1029        111.182        115.750        9.70463
           1030           1030        111.272        115.833        9.70527
           1031           1031        111.357        115.917        9.70574
           1032           1032        111.446        116.000        9.70597
           1033           1033        111.540        116.083        9.70607
           1034           1034        111.619        116.167        9.70651
           1035           1035        111.706        116.250        9.70691
           1036           1036        111.785        116.333        9.70718
           1037           1037        111.877        116.417        9.70727
           1038           1038        111.954        116.500        9.70695
           1039           1039        112.043        116.583        9.70673
           1040           1040        112.128        116.667        9.70654
           1041           1041        112.217        116.750        9.70633
           1042           1042        112.298        116.833         9.7056
           1043           1043        112.388        116.917         9.7051
           1044           1044        112.466        117.000        9.70479
           1045           1045        112.552        117.083        9.70457
           1046           1046        112.642        117.167         9.7044
           1047           1047        112.721        117.250        9.70417
           1048           1048        112.808        117.333        9.70405
           1049           1049        112.897        117.417        9.70418
           1050           1050        112.986        117.500        9.70446
           1051           1051        113.079        117.583        9.70479
           1052           1052        113.160        117.667        9.70487
           1053           1053        113.236        117.750        9.70491
           1054           1054        113.325        117.833        9.70507
           1055           1055        113.416        117.917        9.70547
           1056           1056        113.511        118.000        9.70578
           1057           1057        113.600        118.083        9.70586
           1058           1058        113.681        118.167         9.7058
           1059           1059        113.775        118.250        9.70597
           1060           1060        113.852        118.333        9.70611
           1061           1061        113.932        118.417        9.70616
           1062           1062        114.018        118.500        9.70606
           1063           1063        114.102        118.583        9.70553
           1064           1064        114.203        118.667        9.70517
           1065           1065        114.273        118.750        9.70491
           1066           1066        114.360        118.833        9.70467
           1067           1067        114.446        118.917        9.70417
           1068           1068        114.544        119.000        9.70389
           1069           1069        114.627        119.083        9.70385
           1070           1070        114.709        119.167        9.70396
           1071           1071        114.785        119.250         9.7042
           1072           1072        114.875        119.333        9.70422
           1073           1073        114.966        119.417        9.70428
           1074           1074        115.047        119.500         9.7045
           1075           1075        115.129        119.583          9.705
           1076           1076        115.215        119.667        9.70536
           1077           1077        115.306        119.750        9.70549
           1078           1078        115.394        119.833         9.7055
           1079           1079        115.486        119.917        9.70579
           1080           1080        115.566        120.000        9.70593
           1081           1081        115.656        120.083        9.70587
           1082           1082        115.735        120.167        9.70566
           1083           1083        115.821        120.250         9.7054
           1084           1084        115.897        120.333        9.70501
           1085           1085        115.997        120.417        9.70474
           1086           1086        116.088        120.500        9.70445
           1087           1087        116.174        120.583        9.70416
           1088           1088        116.253        120.667        9.70434
           1089           1089        116.348        120.750         9.7047
           1090           1090        116.431        120.833        9.70507
           1091           1091        116.511        120.917        9.70531
           1092           1092        116.602        121.000         9.7057
           1093           1093        116.685        121.083        9.70584
           1094           1094        116.767        121.167        9.70601
           1095           1095        116.862        121.250        9.70616
           1096           1096        116.948        121.333        9.70552
           1097           1097        117.031        121.417        9.70509
           1098           1098        117.113        121.500        9.70477
           1099           1099        117.200        121.583        9.70453
           1100           1100        117.291        121.667        9.70417
           1101           1101        117.374        121.750        9.70387
           1102           1102        117.471        121.833         9.7037
           1103           1103        117.549        121.917        9.70372
           1104           1104        117.639        122.000        9.70418
           1105           1105        117.723        122.083         9.7044
           1106           1106        117.806        122.167        9.70443
           1107           1107        117.901        122.250        9.70442
           1108           1108        117.982        122.333        9.70489
           1109           1109        118.062        122.417         9.7053
           1110           1110        118.151        122.500        9.70556
           1111           1111        118.234        122.583        9.70565
           1112           1112        118.327        122.667        9.70555
           1113           1113        118.420        122.750        9.70543
           1114           1114        118.503        122.833        9.70527
           1115           1115        118.593        122.917        9.70498
           1116           1116        118.683        123.000        9.70459
           1117           1117        118.755        123.083        9.70409
           1118           1118        118.842        123.167        9.70394
           1119           1119        118.931        123.250        9.70389
           1120           1120        119.021        123.333        9.70382
           1121           1121        119.110        123.417        9.70396
           1122           1122        119.188        123.500        9.70415
           1123           1123        119.280        123.583        9.70452
           1124           1124        119.367        123.667        9.70495
           1125           1125        119.443        123.750        9.70513
           1126           1126        119.526        123.833        9.70514
           1127           1127        119.622        123.917        9.70516
           1128           1128        119.713        124.000        9.70526
           1129           1129        119.794        124.083        9.70507
           1130           1130        119.878        124.167        9.70488
           1131           1131        119.956        124.250        9.70459
           1132           1132        120.051        124.333        9.70432
           1133           1133        120.138        124.417        9.70417
           1134           1134        120.217        124.500        9.70397
           1135           1135        120.306        124.583         9.7037
           1136           1136        120.388        124.667        9.70344
           1137           1137        120.486        124.750        9.70361
           1138           1138        120.573        124.833        9.70382
           1139           1139        120.655        124.917         9.7039
           1140           1140        120.745        125.000        9.70385
           1141           1141        120.826        125.083        9.70416
           1142           1142        120.913        125.167        9.70446
           1143           1143        121.001        125.250         9.7048
           1144           1144        121.086        125.333        9.70506
           1145           1145        121.173        125.417        9.70495
           1146           1146        121.256        125.500        9.70488
           1147           1147        121.347        125.583        9.70489
           1148           1148        121.429        125.667        9.70493
           1149           1149        121.516        125.750        9.70453
           1150           1150        121.602        125.833        9.70428
           1151           1151        121.679        125.917        9.70417
           1152           1152        121.766        126.000        9.70414
           1153           1153        121.854        126.083        9.70409
           1154           1154        121.940        126.167        9.70396
           1155           1155        122.034        126.250         9.7039
           1156           1156        122.111        126.333          9.704
           1157           1157        122.195        126.417         9.7044
           1158           1158        122.284        126.500        9.70463
           1159           1159        122.379        126.583        9.70464
           1160           1160        122.459        126.667        9.70455
           1161           1161        122.542        126.750        9.70482
           1162           1162        122.636        126.833        9.70505
           1163           1163        122.715        126.917        9.70513
           1164           1164        122.813        127.000        9.70506
           1165           1165        122.899        127.083        9.70476
           1166           1166        122.983        127.167        9.70453
           1167           1167        123.062        127.250        9.70434
           1168           1168        123.141        127.333        9.70411
           1169           1169        123.244        127.417        9.70358
           1170           1170        123.328        127.500        9.70333
           1171           1171        123.415        127.583        9.70329
           1172           1172        123.498        127.667        9.70333
           1173           1173        123.586        127.750        9.70344
           1174           1174        123.663        127.833        9.70344
           1175           1175        123.754        127.917        9.70361
           1176           1176        123.841        128.000        9.70394
           1177           1177        123.922        128.083        9.70432
           1178           1178        124.012        128.167        9.70448
           1179           1179        124.102        128.250        9.70444
           1180           1180        124.179        128.333        9.70442
           1181           1181        124.264        128.417        9.70451
           1182           1182        124.357        128.500        9.70432
           1183           1183        124.448        128.583         9.7041
           1184           1184        124.531        128.667        9.70376
           1185           1185        124.615        128.750         9.7034
           1186           1186        124.699        128.833        9.70322
           1187           1187        124.791        128.917        9.70302
           1188           1188        124.876        129.000        9.70279
           1189           1189        124.962        129.083         9.7026
           1190           1190        125.047        129.167        9.70285
           1191           1191        125.136        129.250        9.70313
           1192           1192        125.220        129.333        9.70332
           1193           1193        125.308        129.417         9.7034
           1194           1194        125.391        129.500        9.70392
           1195           1195        125.477        129.583        9.70444
           1196           1196        125.565        129.667        9.70499
           1197           1197        125.647        129.750        9.70543
           1198           1198        125.739        129.833        9.70542
           1199           1199        125.811        129.917        9.70537
           1200           1200        125.904        130.000        9.70539
           1201           1201        125.993        130.083        9.70545
           1202           1202        126.073        130.167        9.70483
           1203           1203        126.162        130.250        9.70437
           1204           1204        126.250        130.333        9.70396
           1205           1205        126.327        130.417        9.70364
           1206           1206        126.421        130.500         9.7034
           1207           1207        126.503        130.583        9.70315
           1208           1208        126.597        130.667        9.70293
           1209           1209        126.681        130.750         9.7028
           1210           1210        126.763        130.833        9.70313
           1211           1211        126.855        130.917        9.70331
           1212           1212        126.935        131.000        9.70339
           1213           1213        127.019        131.083        9.70351
           1214           1214        127.109        131.167        9.70377
           1215           1215        127.189        131.250        9.70435
           1216           1216        127.282        131.333        9.70472
           1217           1217        127.368        131.417        9.70486
           1218           1218        127.460        131.500        9.70489
           1219           1219        127.545        131.583        9.70508
           1220           1220        127.627        131.667         9.7052
           1221           1221        127.713        131.750        9.70514
           1222           1222        127.787        131.833         9.7049
           1223           1223        127.884        131.917        9.70435
           1224           1224        127.969        132.000          9.704
           1225           1225        128.055        132.083        9.70368
           1226           1226        128.140        132.167        9.70331
           1227           1227        128.232        132.250        9.70279
           1228           1228        128.313        132.333        9.70253
           1229           1229        128.399        132.417        9.70246
           1230           1230        128.482        132.500        9.70243
           1231           1231        128.575        132.583        9.70247
           1232           1232        128.655        132.667         9.7025
           1233           1233        128.747        132.750        9.70276
           1234           1234        128.832        132.833        9.70323
           1235           1235        128.917        132.917        9.70373
           1236           1236        129.004        133.000        9.70395
           1237           1237        129.082        133.083        9.70403
           1238           1238        129.164        133.167        9.70411
           1239           1239        129.254        133.250        9.70416
           1240           1240        129.337        133.333        9.70407
           1241           1241        129.424        133.417        9.70382
           1242           1242        129.519        133.500        9.70351
           1243           1243        129.603        133.583        9.70316
           1244           1244        129.688        133.667        9.70289
           1245           1245        129.777        133.750        9.70255
           1246           1246        129.868        133.833        9.70224
           1247           1247        129.947        133.917        9.70206
           1248           1248        130.030        134.000        9.70232
           1249           1249        130.111        134.083        9.70251
           1250           1250        130.208        134.167        9.70252
           1251           1251        130.289        134.250        9.70241
           1252           1252        130.387        134.333        9.70272
           1253           1253        130.471        134.417        9.70288
           1254           1254        130.564        134.500        9.70289
           1255           1255        130.644        134.583        9.70275
           1256           1256        130.728        134.667        9.70226
           1257           1257        130.810        134.750        9.70198
           1258           1258        130.895        134.833        9.70177
           1259           1259        130.982        134.917        9.70152
           1260           1260        131.063        135.000         9.7011
           1261           1261        131.151        135.083        9.70096
           1262           1262        131.244        135.167         9.7011
           1263           1263        131.334        135.250        9.70134
           1264           1264        131.413        135.333        9.70166
           1265           1265        131.493        135.417        9.70177
           1266           1266        131.583        135.500        9.70196
           1267           1267        131.665        135.583        9.70229
           1268           1268        131.748        135.667        9.70263
           1269           1269        131.846        135.750        9.70281
           1270           1270        131.927        135.833        9.70276
           1271           1271        132.001        135.917        9.70262
           1272           1272        132.096        136.000        9.70257
           1273           1273        132.190        136.083        9.70247
           1274           1274        132.279        136.167        9.70223
           1275           1275        132.363        136.250        9.70191
           1276           1276        132.445        136.333        9.70153
           1277           1277        132.529        136.417        9.70129
           1278           1278        132.623        136.500        9.70103
           1279           1279        132.705        136.583        9.70075
           1280           1280        132.788        136.667         9.7005
           1281           1281        132.885        136.750        9.70077
           1282           1282        132.971        136.833        9.70112
           1283           1283        133.053        136.917         9.7014
           1284           1284        133.132        137.000        9.70155
           1285           1285        133.218        137.083        9.70198
           1286           1286        133.311        137.167        9.70225
           1287           1287        133.390        137.250        9.70255
           1288           1288        133.481        137.333        9.70282
           1289           1289        133.564        137.417        9.70252
           1290           1290        133.651        137.500        9.70238
           1291           1291        133.731        137.583        9.70233
           1292           1292        133.818        137.667         9.7023
           1293           1293        133.909        137.750        9.70196
           1294           1294        133.989        137.833        9.70167
           1295           1295        134.081        137.917        9.70152
           1296           1296        134.161        138.000        9.70148
           1297           1297        134.251        138.083        9.70137
           1298           1298        134.334        138.167        9.70124
           1299           1299        134.419        138.250        9.70123
           1300           1300        134.510        138.333         9.7014
           1301           1301        134.599        138.417          9.702
           1302           1302        134.678        138.500        9.70237
           1303           1303        134.758        138.583        9.70253
           1304           1304        134.843        138.667        9.70263
           1305           1305        134.937        138.750         9.7031
           1306           1306        135.024        138.833        9.70346
           1307           1307        135.101        138.917        9.70363
           1308           1308        135.200        139.000        9.70364
           1309           1309        135.289        139.083        9.70335
           1310           1310        135.371        139.167         9.7032
           1311           1311        135.455        139.250        9.70306
           1312           1312        135.542        139.333        9.70284
           1313           1313        135.623        139.417        9.70222
           1314           1314        135.713        139.500        9.70182
           1315           1315        135.796        139.583        9.70154
           1316           1316        135.878        139.667        9.70129
           1317           1317        135.966        139.750        9.70093
           1318           1318        136.049        139.833        9.70066
           1319           1319        136.133        139.917        9.70061
           1320           1320        136.225        140.000         9.7007
           1321           1321        136.305        140.083        9.70086
           1322           1322        136.392        140.167         9.7009
           1323           1323        136.474        140.250        9.70103
           1324           1324        136.564        140.333        9.70134
           1325           1325        136.648        140.417        9.70201
           1326           1326        136.734        140.500        9.70245
           1327           1327        136.820        140.583        9.70269
           1328           1328        136.904        140.667        9.70283
           1329           1329        136.991        140.750        9.70319
           1330           1330        137.080        140.833        9.70342
           1331           1331        137.167        140.917        9.70344
           1332           1332        137.260        141.000        9.70332
           1333           1333        137.339        141.083         9.7029
           1334           1334        137.426        141.167        9.70266
           1335           1335        137.515        141.250         9.7024
           1336           1336        137.600        141.333        9.70207
           1337           1337        137.673        141.417        9.70162
           1338           1338        137.763        141.500        9.70144
           1339           1339        137.842        141.583        9.70146
           1340           1340        137.937        141.667        9.70152
           1341           1341        138.025        141.750        9.70158
           1342           1342        138.108        141.833        9.70156
           1343           1343        138.196        141.917         9.7017
           1344           1344        138.280        142.000        9.70201
           1345           1345        138.367        142.083        9.70237
           1346           1346        138.448        142.167        9.70246
           1347           1347        138.541        142.250        9.70244
           1348           1348        138.623        142.333        9.70246
           1349           1349        138.707        142.417        9.70255
           1350           1350        138.787        142.500        9.70231
           1351           1351        138.885        142.583        9.70209
           1352           1352        138.971        142.667        9.70185
           1353           1353        139.059        142.750        9.70166
           1354           1354        139.149        142.833         9.7016
           1355           1355        139.232        142.917         9.7015
           1356           1356        139.318        143.000        9.70135
           1357           1357        139.405        143.083        9.70123
           1358           1358        139.486        143.167        9.70157
           1359           1359        139.570        143.250        9.70183
           1360           1360        139.665        143.333        9.70193
           1361           1361        139.742        143.417        9.70191
           1362           1362        139.831        143.500         9.7022
           1363           1363        139.920        143.583        9.70257
           1364           1364        140.007        143.667        9.70298
           1365           1365        140.079        143.750         9.7033
           1366           1366        140.162        143.833        9.70325
           1367           1367        140.256        143.917        9.70316
           1368           1368        140.350        144.000        9.70319
           1369           1369        140.427        144.083        9.70331
           1370           1370        140.513        144.167        9.70293
           1371           1371        140.609        144.250        9.70262
           1372           1372        140.684        144.333        9.70232
           1373           1373        140.769        144.417        9.70207
           1374           1374        140.865        144.500        9.70196
           1375           1375        140.952        144.583        9.70175
           1376           1376        141.031        144.667        9.70146
           1377           1377        141.115        144.750        9.70123
           1378           1378        141.202        144.833        9.70113
           1379           1379        141.287        144.917        9.70113
           1380           1380        141.371        145.000        9.70108
           1381           1381        141.461        145.083        9.70097
           1382           1382        141.540        145.167        9.70088
           1383           1383        141.624        145.250        9.70121
           1384           1384        141.715        145.333        9.70147
           1385           1385        141.795        145.417        9.70161
           1386           1386        141.882        145.500        9.70164
           1387           1387        141.963        145.583        9.70195
           1388           1388        142.057        145.667        9.70243
           1389           1389        142.139        145.750        9.70298
           1390           1390        142.229        145.833        9.70347
           1391           1391        142.314        145.917        9.70363
           1392           1392        142.400        146.000        9.70365
           1393           1393        142.484        146.083        9.70374
           1394           1394        142.570        146.167         9.7039
           1395           1395        142.648        146.250        9.70337
           1396           1396        142.737        146.333        9.70295
           1397           1397        142.831        146.417         9.7025
           1398           1398        142.910        146.500        9.70208
           1399           1399        142.994        146.583        9.70172
           1400           1400        143.071        146.667        9.70134
           1401           1401        143.165        146.750        9.70094
           1402           1402        143.257        146.833        9.70058
           1403           1403        143.337        146.917        9.70062
           1404           1404        143.420        147.000        9.70061
           1405           1405        143.514        147.083        9.70049
           1406           1406        143.598        147.167        9.70028
           1407           1407        143.683        147.250        9.70045
           1408           1408        143.768        147.333        9.70068
           1409           1409        143.847        147.417        9.70097
           1410           1410        143.938        147.500        9.70115
           1411           1411        144.024        147.583        9.70122
           1412           1412        144.109        147.667        9.70152
           1413           1413        144.189        147.750         9.7018
           1414           1414        144.271        147.833        9.70209
           1415           1415        144.361        147.917         9.7023
           1416           1416        144.453        148.000        9.70203
           1417           1417        144.534        148.083        9.70181
           1418           1418        144.617        148.167        9.70168
           1419           1419        144.705        148.250         9.7016
           1420           1420        144.787        148.333        9.70115
           1421           1421        144.877        148.417        9.70084
           1422           1422        144.968        148.500        9.70063
           1423           1423        145.061        148.583        9.70054
           1424           1424        145.141        148.667        9.70074
           1425           1425        145.223        148.750        9.70076
           1426           1426        145.314        148.833        9.70072
           1427           1427        145.397        148.917        9.70071
           1428           1428        145.481        149.000        9.70105
           1429           1429        145.565        149.083        9.70129
           1430           1430        145.648        149.167        9.70138
           1431           1431        145.745        149.250        9.70133
           1432           1432        145.819        149.333         9.7014
           1433           1433        145.907        149.417         9.7016
           1434           1434        145.994        149.500        9.70188
           1435           1435        146.083        149.583         9.7021
           1436           1436        146.162        149.667        9.70194
           1437           1437        146.250        149.750        9.70177
           1438           1438        146.345        149.833        9.70174
           1439           1439        146.440        149.917        9.70182
           1440           1440        146.516        150.000        9.70154
           1441           1441        146.602        150.083        9.70128
           1442           1442        146.693        150.167          9.701
           1443           1443        146.770        150.250        9.70078
           1444           1444        146.862        150.333        9.70081
           1445           1445        146.941        150.417        9.70074
           1446           1446        147.034        150.500        9.70054
           1447           1447        147.119        150.583         9.7003
           1448           1448        147.203        150.667        9.70032
           1449           1449        147.289        150.750         9.7003
           1450           1450        147.376        150.833        9.70017
           1451           1451        147.453        150.917        9.69996
           1452           1452        147.541        151.000        9.69996
           1453           1453        147.636        151.083        9.70014
           1454           1454        147.720        151.167        9.70037
           1455           1455        147.801        151.250        9.70054
           1456           1456        147.884        151.333        9.70068
           1457           1457        147.979        151.417        9.70084
           1458           1458        148.064        151.500         9.7012
           1459           1459        148.144        151.583        9.70163
           1460           1460        148.228        151.667        9.70161
           1461           1461        148.310        151.750        9.70152
           1462           1462        148.401        151.833        9.70145
           1463           1463        148.485        151.917        9.70143
           1464           1464        148.575        152.000        9.70123
           1465           1465        148.663        152.083        9.70101
           1466           1466        148.745        152.167        9.70071
           1467           1467        148.835        152.250        9.70042
           1468           1468        148.914        152.333        9.70033
           1469           1469        149.010        152.417        9.70019
           1470           1470        149.087        152.500        9.69997
           1471           1471        149.172        152.583        9.69972
           1472           1472        149.258        152.667        9.69986
           1473           1473        149.349        152.750        9.70002
           1474           1474        149.434        152.833        9.70007
           1475           1475        149.512        152.917        9.70002
           1476           1476        149.603        153.000        9.69999
           1477           1477        149.689        153.083        9.70042
           1478           1478        149.773        153.167        9.70079
           1479           1479        149.865        153.250        9.70096
           1480           1480        149.949        153.333        9.70097
           1481           1481        150.037        153.417        9.70107
           1482           1482        150.125        153.500        9.70122
           1483           1483        150.203        153.583        9.70136
           1484           1484        150.291        153.667        9.70141
           1485           1485        150.374        153.750        9.70096
           1486           1486        150.464        153.833        9.70066
           1487           1487        150.553        153.917        9.70048
           1488           1488        150.632        154.000        9.70034
           1489           1489        150.723        154.083        9.69989
           1490           1490        150.809        154.167        9.69956
           1491           1491        150.891        154.250        9.69935
           1492           1492        150.978        154.333        9.69924
           1493           1493        151.070        154.417        9.69926
           1494           1494        151.152        154.500        9.69916
           1495           1495        151.237        154.583        9.69909
           1496           1496        151.326        154.667        9.69913
           1497           1497        151.403        154.750        9.69962
           1498           1498        151.485        154.833        9.69998
           1499           1499        151.573        154.917        9.70014
           1500           1500        151.660        155.000        9.70019
           1501           1501        151.747        155.083        9.70064
           1502           1502        151.836        155.167        9.70106
           1503           1503        151.922        155.250        9.70138
           1504           1504        152.014        155.333        9.70153
           1505           1505        152.100        155.417        9.70123
           1506           1506        152.184        155.500        9.70102
           1507           1507        152.261        155.583        9.70094
           1508           1508        152.355        155.667        9.70084
           1509           1509        152.436        155.750        9.70062
           1510           1510        152.512        155.833        9.70003
           1511           1511        152.606        155.917        9.69962
