Title                                                           12.07.2021 18:55
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  &293water-day5-30-180-5K
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mg]
            140            140         34.657         41.667        -56.867
            141            141         34.738         41.750       -56.7605
            142            142         34.837         41.833       -56.6476
            143            143         34.929         41.917       -56.5345
            144            144         35.033         42.000       -56.4239
            145            145         35.121         42.083       -56.3214
            146            146         35.227         42.167       -56.2169
            147            147         35.325         42.250       -56.1142
            148            148         35.408         42.333        -56.012
            149            149         35.506         42.417       -55.9204
            150            150         35.608         42.500       -55.8255
            151            151         35.708         42.583       -55.7319
            152            152         35.796         42.667       -55.6381
            153            153         35.879         42.750       -55.5585
            154            154         35.978         42.833        -55.472
            155            155         36.070         42.917       -55.3863
            156            156         36.162         43.000       -55.3013
            157            157         36.258         43.083       -55.2275
            158            158         36.350         43.167       -55.1501
            159            159         36.437         43.250       -55.0726
            160            160         36.531         43.333       -54.9957
            161            161         36.624         43.417       -54.9298
            162            162         36.712         43.500       -54.8578
            163            163         36.805         43.583       -54.7854
            164            164         36.889         43.667        -54.715
            165            165         36.985         43.750       -54.6453
            166            166         37.067         43.833       -54.5874
            167            167         37.164         43.917       -54.5222
            168            168         37.258         44.000       -54.4581
            169            169         37.345         44.083       -54.3968
            170            170         37.436         44.167       -54.3404
            171            171         37.529         44.250       -54.2805
            172            172         37.621         44.333       -54.2221
            173            173         37.706         44.417       -54.1641
            174            174         37.795         44.500       -54.1105
            175            175         37.888         44.583       -54.0525
            176            176         37.982         44.667       -53.9961
            177            177         38.059         44.750       -53.9411
            178            178         38.142         44.833       -53.8923
            179            179         38.234         44.917       -53.8403
            180            180         38.330         45.000       -53.7903
            181            181         38.409         45.083       -53.7393
            182            182         38.509         45.167       -53.6879
            183            183         38.606         45.250       -53.6404
            184            184         38.689         45.333       -53.5913
            185            185         38.769         45.417       -53.5402
            186            186         38.859         45.500       -53.4974
            187            187         38.954         45.583       -53.4526
            188            188         39.032         45.667       -53.4077
            189            189         39.124         45.750       -53.3621
            190            190         39.210         45.833       -53.3198
            191            191         39.291         45.917       -53.2771
            192            192         39.379         46.000       -53.2353
            193            193         39.482         46.083       -53.1942
            194            194         39.578         46.167        -53.155
            195            195         39.657         46.250       -53.1168
            196            196         39.734         46.333       -53.0794
            197            197         39.825         46.417       -53.0429
            198            198         39.914         46.500       -53.0071
            199            199         39.997         46.583       -52.9832
            200            200         40.084         46.667       -52.9518
            201            201         40.164         46.750       -52.9171
            202            202         40.252         46.833        -52.881
            203            203         40.336         46.917       -52.8503
            204            204         40.422         47.000       -52.8177
            205            205         40.513         47.083        -52.784
            206            206         40.596         47.167       -52.7503
            207            207         40.679         47.250       -52.7108
            208            208         40.765         47.333       -52.6748
            209            209         40.858         47.417       -52.6391
            210            210         40.942         47.500       -52.6024
            211            211         41.032         47.583       -52.5618
            212            212         41.110         47.667       -52.5248
            213            213         41.197         47.750       -52.4897
            214            214         41.281         47.833       -52.4564
            215            215         41.376         47.917       -52.4238
            216            216         41.470         48.000       -52.3904
            217            217         41.543         48.083       -52.3574
            218            218         41.644         48.167       -52.3248
            219            219         41.728         48.250       -52.2984
            220            220         41.811         48.333        -52.268
            221            221         41.899         48.417       -52.2361
            222            222         41.977         48.500       -52.2041
            223            223         42.056         48.583       -52.1793
            224            224         42.145         48.667        -52.151
            225            225         42.238         48.750       -52.1229
            226            226         42.320         48.833       -52.0939
            227            227         42.403         48.917       -52.0649
            228            228         42.489         49.000       -52.0379
            229            229         42.586         49.083       -52.0103
            230            230         42.669         49.167       -51.9836
            231            231         42.751         49.250       -51.9585
            232            232         42.842         49.333       -51.9332
            233            233         42.920         49.417       -51.9062
            234            234         43.008         49.500       -51.8797
            235            235         43.100         49.583       -51.8523
            236            236         43.174         49.667       -51.8256
            237            237         43.261         49.750       -51.7995
            238            238         43.352         49.833       -51.7743
            239            239         43.432         49.917       -51.7482
            240            240         43.513         50.000       -51.7202
            241            241         43.610         50.083       -51.6951
            242            242         43.700         50.167       -51.6695
            243            243         43.775         50.250        -51.644
            244            244         43.875         50.333       -51.6197
            245            245         43.951         50.417       -51.5974
            246            246         44.032         50.500       -51.5737
            247            247         44.116         50.583        -51.551
            248            248         44.216         50.667       -51.5298
            249            249         44.292         50.750       -51.5061
            250            250         44.372         50.833       -51.4806
            251            251         44.462         50.917       -51.4524
            252            252         44.544         51.000       -51.4291
            253            253         44.620         51.083       -51.4048
            254            254         44.709         51.167       -51.3795
            255            255         44.798         51.250       -51.3552
            256            256         44.881         51.333       -51.3238
            257            257         44.980         51.417        -51.296
            258            258         45.061         51.500        -51.269
            259            259         45.152         51.583       -51.2421
            260            260         45.241         51.667         -51.21
            261            261         45.317         51.750       -51.1822
            262            262         45.406         51.833        -51.156
            263            263         45.486         51.917       -51.1314
            264            264         45.572         52.000       -51.1046
            265            265         45.667         52.083       -51.0749
            266            266         45.746         52.167       -51.0466
            267            267         45.832         52.250         -51.02
            268            268         45.921         52.333       -50.9912
            269            269         46.005         52.417       -50.9645
            270            270         46.088         52.500       -50.9372
            271            271         46.167         52.583       -50.9099
            272            272         46.258         52.667       -50.8803
            273            273         46.351         52.750       -50.8513
            274            274         46.435         52.833       -50.8241
            275            275         46.515         52.917       -50.7973
            276            276         46.599         53.000       -50.7728
            277            277         46.687         53.083       -50.7466
            278            278         46.769         53.167       -50.7188
            279            279         46.857         53.250       -50.6907
            280            280         46.948         53.333       -50.6632
            281            281         47.039         53.417       -50.6376
            282            282         47.115         53.500       -50.6127
            283            283         47.199         53.583       -50.5882
            284            284         47.287         53.667       -50.5656
            285            285         47.367         53.750        -50.542
            286            286         47.458         53.833       -50.5196
            287            287         47.543         53.917       -50.4999
            288            288         47.630         54.000       -50.4812
            289            289         47.709         54.083       -50.4627
            290            290         47.794         54.167       -50.4438
            291            291         47.879         54.250       -50.4259
            292            292         47.968         54.333       -50.4117
            293            293         48.053         54.417       -50.3935
            294            294         48.135         54.500       -50.3744
            295            295         48.214         54.583       -50.3551
            296            296         48.297         54.667       -50.3427
            297            297         48.378         54.750       -50.3257
            298            298         48.466         54.833       -50.3088
            299            299         48.550         54.917       -50.2919
            300            300         48.633         55.000       -50.2749
            301            301         48.726         55.083       -50.2629
            302            302         48.810         55.167         -50.25
            303            303         48.892         55.250       -50.2356
            304            304         48.982         55.333       -50.2241
            305            305         49.059         55.417       -50.2137
            306            306         49.151         55.500       -50.2035
            307            307         49.228         55.583       -50.1932
            308            308         49.314         55.667       -50.1933
            309            309         49.383         55.750       -50.1854
            310            310         49.465         55.833       -50.1759
            311            311         49.565         55.917       -50.1671
            312            312         49.643         56.000       -50.1587
            313            313         49.722         56.083       -50.1535
            314            314         49.805         56.167        -50.148
            315            315         49.895         56.250        -50.141
            316            316         49.975         56.333       -50.1378
            317            317         50.056         56.417       -50.1349
            318            318         50.151         56.500       -50.1335
            319            319         50.227         56.583       -50.1333
            320            320         50.311         56.667       -50.1335
            321            321         50.386         56.750       -50.1314
            322            322         50.465         56.833       -50.1295
            323            323         50.559         56.917       -50.1272
            324            324         50.642         57.000        -50.129
            325            325         50.714         57.083       -50.1304
            326            326         50.802         57.167       -50.1322
            327            327         50.880         57.250       -50.1359
            328            328         50.960         57.333       -50.1395
            329            329         51.056         57.417       -50.1425
            330            330         51.131         57.500        -50.145
            331            331         51.216         57.583       -50.1459
            332            332         51.302         57.667       -50.1471
            333            333         51.368         57.750       -50.1578
            334            334         51.459         57.833       -50.1651
            335            335         51.532         57.917       -50.1706
            336            336         51.618         58.000       -50.1749
            337            337         51.700         58.083       -50.1769
            338            338         51.778         58.167       -50.1796
            339            339         51.873         58.250       -50.1821
            340            340         51.955         58.333       -50.1852
            341            341         52.031         58.417        -50.191
            342            342         52.105         58.500       -50.1973
            343            343         52.190         58.583       -50.2037
            344            344         52.270         58.667       -50.2094
            345            345         52.359         58.750       -50.2136
            346            346         52.432         58.833       -50.2196
            347            347         52.522         58.917       -50.2245
            348            348         52.605         59.000       -50.2298
            349            349         52.684         59.083       -50.2418
            350            350         52.762         59.167       -50.2506
            351            351         52.843         59.250       -50.2569
            352            352         52.923         59.333       -50.2607
            353            353         53.006         59.417       -50.2654
            354            354         53.081         59.500       -50.2702
            355            355         53.169         59.583       -50.2752
            356            356         53.250         59.667       -50.2819
            357            357         53.330         59.750       -50.2837
            358            358         53.411         59.833       -50.2886
            359            359         53.497         59.917       -50.2955
            360            360         53.583         60.000       -50.3026
            361            361         53.670         60.083       -50.3101
            362            362         53.744         60.167       -50.3158
            363            363         53.835         60.250       -50.3236
            364            364         53.905         60.333       -50.3348
            365            365         53.993         60.417       -50.3483
            366            366         54.074         60.500        -50.361
            367            367         54.150         60.583       -50.3691
            368            368         54.231         60.667       -50.3762
            369            369         54.307         60.750       -50.3823
            370            370         54.395         60.833       -50.3906
            371            371         54.481         60.917       -50.3967
            372            372         54.549         61.000       -50.4023
            373            373         54.620         61.083        -50.407
            374            374         54.708         61.167       -50.4099
            375            375         54.799         61.250       -50.4172
            376            376         54.887         61.333       -50.4262
            377            377         54.967         61.417       -50.4361
            378            378         55.047         61.500       -50.4376
            379            379         55.136         61.583       -50.4438
            380            380         55.207         61.667       -50.4514
            381            381         55.291         61.750       -50.4587
            382            382         55.375         61.833       -50.4747
            383            383         55.450         61.917       -50.4875
            384            384         55.528         62.000       -50.4991
            385            385         55.606         62.083       -50.5111
            386            386         55.693         62.167       -50.5286
            387            387         55.774         62.250       -50.5465
            388            388         55.857         62.333       -50.5669
            389            389         55.939         62.417       -50.5884
            390            390         56.019         62.500       -50.6108
            391            391         56.099         62.583       -50.6332
            392            392         56.172         62.667       -50.6567
            393            393         56.263         62.750       -50.6783
            394            394         56.339         62.833       -50.6977
            395            395         56.409         62.917       -50.7282
            396            396         56.489         63.000       -50.7512
            397            397         56.560         63.083       -50.7747
            398            398         56.644         63.167       -50.7996
            399            399         56.731         63.250       -50.8209
            400            400         56.803         63.333       -50.8454
            401            401         56.886         63.417       -50.8691
            402            402         56.971         63.500       -50.8914
            403            403         57.058         63.583       -50.9079
            404            404         57.136         63.667       -50.9284
            405            405         57.210         63.750       -50.9527
            406            406         57.283         63.833       -50.9779
            407            407         57.361         63.917       -51.0107
            408            408         57.447         64.000       -51.0384
            409            409         57.519         64.083        -51.065
            410            410         57.611         64.167       -51.0915
            411            411         57.685         64.250       -51.1115
            412            412         57.768         64.333        -51.134
            413            413         57.846         64.417       -51.1603
            414            414         57.922         64.500       -51.1875
            415            415         58.000         64.583       -51.2203
            416            416         58.076         64.667       -51.2469
            417            417         58.160         64.750       -51.2713
            418            418         58.238         64.833       -51.2963
            419            419         58.317         64.917       -51.3208
            420            420         58.412         65.000       -51.3459
            421            421         58.475         65.083       -51.3703
            422            422         58.550         65.167       -51.3947
            423            423         58.630         65.250       -51.4288
            424            424         58.716         65.333       -51.4613
            425            425         58.804         65.417        -51.492
            426            426         58.882         65.500       -51.5224
            427            427         58.949         65.583       -51.5529
            428            428         59.031         65.667       -51.5875
            429            429         59.115         65.750       -51.6203
            430            430         59.202         65.833        -51.655
            431            431         59.271         65.917       -51.6914
            432            432         59.333         66.000       -51.7348
            433            433         59.417         66.083       -51.7737
            434            434         59.505         66.167       -51.8099
            435            435         59.579         66.250       -51.8431
            436            436         59.668         66.333        -51.873
            437            437         59.742         66.417        -51.904
            438            438         59.817         66.500       -51.9358
            439            439         59.886         66.583       -51.9687
            440            440         59.978         66.667       -52.0059
            441            441         60.048         66.750       -52.0411
            442            442         60.126         66.833       -52.0747
            443            443         60.213         66.917       -52.1091
            444            444         60.295         67.000       -52.1322
            445            445         60.372         67.083       -52.1621
            446            446         60.457         67.167       -52.1957
            447            447         60.527         67.250       -52.2312
            448            448         60.605         67.333       -52.2744
            449            449         60.676         67.417       -52.3124
            450            450         60.765         67.500       -52.3495
            451            451         60.842         67.583       -52.3874
            452            452         60.923         67.667       -52.4286
            453            453         60.998         67.750       -52.4702
            454            454         61.081         67.833       -52.5133
            455            455         61.148         67.917       -52.5569
            456            456         61.225         68.000       -52.6078
            457            457         61.308         68.083       -52.6554
            458            458         61.389         68.167        -52.703
            459            459         61.458         68.250       -52.7504
            460            460         61.538         68.333       -52.7976
            461            461         61.611         68.417       -52.8536
            462            462         61.689         68.500       -52.9041
            463            463         61.765         68.583       -52.9537
            464            464         61.847         68.667       -53.0039
            465            465         61.916         68.750       -53.0547
            466            466         61.993         68.833       -53.1039
            467            467         62.069         68.917       -53.1528
            468            468         62.145         69.000       -53.2025
            469            469         62.224         69.083       -53.2495
            470            470         62.296         69.167       -53.2967
            471            471         62.380         69.250       -53.3424
            472            472         62.453         69.333       -53.3884
            473            473         62.534         69.417       -53.4342
            474            474         62.610         69.500        -53.481
            475            475         62.690         69.583       -53.5293
            476            476         62.763         69.667       -53.5786
            477            477         62.847         69.750       -53.6251
            478            478         62.930         69.833       -53.6742
            479            479         63.005         69.917       -53.7237
            480            480         63.086         70.000        -53.774
            481            481         63.151         70.083       -53.8274
            482            482         63.234         70.167       -53.8792
            483            483         63.311         70.250       -53.9299
            484            484         63.386         70.333       -53.9799
            485            485         63.457         70.417       -54.0342
            486            486         63.534         70.500       -54.0873
            487            487         63.615         70.583       -54.1395
            488            488         63.691         70.667       -54.1911
            489            489         63.760         70.750       -54.2464
            490            490         63.844         70.833       -54.3036
            491            491         63.922         70.917       -54.3619
            492            492         63.994         71.000       -54.4196
            493            493         64.078         71.083       -54.4768
            494            494         64.154         71.167       -54.5381
            495            495         64.221         71.250       -54.5965
            496            496         64.309         71.333       -54.6553
            497            497         64.373         71.417       -54.7173
            498            498         64.447         71.500       -54.7876
            499            499         64.522         71.583        -54.851
            500            500         64.595         71.667       -54.9124
            501            501         64.680         71.750       -54.9738
            502            502         64.750         71.833       -55.0351
            503            503         64.829         71.917        -55.098
            504            504         64.912         72.000       -55.1614
            505            505         64.979         72.083       -55.2266
            506            506         65.047         72.167       -55.2961
            507            507         65.127         72.250       -55.3633
            508            508         65.204         72.333       -55.4303
            509            509         65.284         72.417       -55.4952
            510            510         65.355         72.500       -55.5571
            511            511         65.434         72.583       -55.6201
            512            512         65.509         72.667        -55.684
            513            513         65.581         72.750       -55.7484
            514            514         65.658         72.833       -55.8103
            515            515         65.731         72.917       -55.8698
            516            516         65.801         73.000       -55.9298
            517            517         65.880         73.083       -55.9915
            518            518         65.959         73.167       -56.0452
            519            519         66.038         73.250       -56.1059
            520            520         66.108         73.333       -56.1698
            521            521         66.184         73.417       -56.2339
            522            522         66.260         73.500       -56.2932
            523            523         66.347         73.583       -56.3543
            524            524         66.427         73.667       -56.4168
            525            525         66.491         73.750       -56.4804
            526            526         66.563         73.833       -56.5523
            527            527         66.649         73.917       -56.6193
            528            528         66.714         74.000       -56.6834
            529            529         66.788         74.083       -56.7474
            530            530         66.872         74.167       -56.8112
            531            531         66.948         74.250       -56.8735
            532            532         67.023         74.333       -56.9393
            533            533         67.095         74.417       -57.0097
            534            534         67.169         74.500       -57.0817
            535            535         67.240         74.583       -57.1495
            536            536         67.324         74.667       -57.2164
            537            537         67.402         74.750       -57.2833
            538            538         67.472         74.833       -57.3507
            539            539         67.557         74.917       -57.4203
            540            540         67.636         75.000       -57.4896
            541            541         67.688         75.083       -57.5592
            542            542         67.759         75.167       -57.6349
            543            543         67.848         75.250       -57.7051
            544            544         67.923         75.333       -57.7742
            545            545         67.994         75.417       -57.8437
            546            546         68.074         75.500        -57.908
            547            547         68.141         75.583       -57.9763
            548            548         68.219         75.667        -58.046
            549            549         68.296         75.750       -58.1138
            550            550         68.368         75.833       -58.1794
            551            551         68.446         75.917       -58.2443
            552            552         68.522         76.000       -58.3088
            553            553         68.592         76.083       -58.3746
            554            554         68.667         76.167       -58.4422
            555            555         68.744         76.250       -58.5113
            556            556         68.818         76.333       -58.5815
            557            557         68.887         76.417       -58.6505
            558            558         68.975         76.500       -58.7207
            559            559         69.047         76.583       -58.7922
            560            560         69.125         76.667       -58.8649
            561            561         69.203         76.750       -58.9389
            562            562         69.269         76.833       -59.0138
            563            563         69.353         76.917       -59.1014
            564            564         69.414         77.000       -59.1807
            565            565         69.497         77.083       -59.2569
            566            566         69.575         77.167       -59.3327
            567            567         69.638         77.250       -59.4138
            568            568         69.715         77.333       -59.4899
            569            569         69.793         77.417       -59.5649
            570            570         69.862         77.500       -59.6399
            571            571         69.935         77.583       -59.7118
            572            572         70.009         77.667       -59.7842
            573            573         70.093         77.750       -59.8571
            574            574         70.163         77.833       -59.9311
            575            575         70.239         77.917       -59.9997
            576            576         70.310         78.000       -60.0737
            577            577         70.391         78.083       -60.1465
            578            578         70.461         78.167       -60.2191
            579            579         70.544         78.250       -60.2881
            580            580         70.615         78.333       -60.3565
            581            581         70.690         78.417       -60.4245
            582            582         70.760         78.500       -60.4914
            583            583         70.837         78.583        -60.561
            584            584         70.898         78.667       -60.6279
            585            585         70.982         78.750       -60.6959
            586            586         71.058         78.833       -60.7644
            587            587         71.135         78.917       -60.8223
            588            588         71.218         79.000       -60.8868
            589            589         71.291         79.083       -60.9521
            590            590         71.367         79.167       -61.0174
            591            591         71.444         79.250       -61.0819
            592            592         71.526         79.333       -61.1448
            593            593         71.591         79.417       -61.2103
            594            594         71.666         79.500       -61.2784
            595            595         71.744         79.583       -61.3474
            596            596         71.823         79.667       -61.4152
            597            597         71.892         79.750       -61.4818
            598            598         71.973         79.833       -61.5488
            599            599         72.050         79.917       -61.6163
            600            600         72.129         80.000       -61.6849
            601            601         72.201         80.083       -61.7519
            602            602         72.267         80.167       -61.8172
            603            603         72.349         80.250       -61.8813
            604            604         72.415         80.333       -61.9493
            605            605         72.503         80.417       -62.0146
            606            606         72.578         80.500       -62.0777
            607            607         72.644         80.583       -62.1396
            608            608         72.722         80.667       -62.1947
            609            609         72.796         80.750       -62.2544
            610            610         72.881         80.833       -62.3171
            611            611         72.962         80.917       -62.3808
            612            612         73.034         81.000        -62.434
            613            613         73.108         81.083       -62.4917
            614            614         73.184         81.167       -62.5509
            615            615         73.266         81.250       -62.6085
            616            616         73.341         81.333       -62.6674
            617            617         73.420         81.417        -62.726
            618            618         73.491         81.500       -62.7842
            619            619         73.563         81.583       -62.8428
            620            620         73.634         81.667       -62.9044
            621            621         73.731         81.750       -62.9634
            622            622         73.796         81.833       -63.0222
            623            623         73.873         81.917       -63.0833
            624            624         73.956         82.000       -63.1454
            625            625         74.024         82.083       -63.2059
            626            626         74.109         82.167       -63.2637
            627            627         74.181         82.250       -63.3199
            628            628         74.259         82.333       -63.3751
            629            629         74.328         82.417       -63.4321
            630            630         74.418         82.500       -63.4889
            631            631         74.485         82.583       -63.5446
            632            632         74.559         82.667       -63.5995
            633            633         74.635         82.750       -63.6515
            634            634         74.721         82.833       -63.7026
            635            635         74.804         82.917       -63.7532
            636            636         74.875         83.000       -63.8041
            637            637         74.960         83.083       -63.8505
            638            638         75.031         83.167       -63.8996
            639            639         75.103         83.250       -63.9472
            640            640         75.191         83.333       -63.9939
            641            641         75.257         83.417       -64.0351
            642            642         75.348         83.500       -64.0794
            643            643         75.425         83.583       -64.1225
            644            644         75.505         83.667        -64.165
            645            645         75.571         83.750       -64.2039
            646            646         75.652         83.833       -64.2466
            647            647         75.732         83.917       -64.2904
            648            648         75.821         84.000       -64.3329
            649            649         75.898         84.083       -64.3675
            650            650         75.980         84.167       -64.4072
            651            651         76.047         84.250       -64.4493
            652            652         76.138         84.333       -64.4917
            653            653         76.213         84.417       -64.5349
            654            654         76.295         84.500       -64.5749
            655            655         76.363         84.583        -64.614
            656            656         76.448         84.667       -64.6517
            657            657         76.531         84.750       -64.6877
            658            658         76.606         84.833       -64.7238
            659            659         76.685         84.917        -64.759
            660            660         76.753         85.000       -64.7944
            661            661         76.839         85.083       -64.8283
            662            662         76.921         85.167       -64.8547
            663            663         77.007         85.250        -64.883
            664            664         77.084         85.333       -64.9115
            665            665         77.169         85.417       -64.9398
            666            666         77.243         85.500       -64.9586
            667            667         77.324         85.583       -64.9813
            668            668         77.406         85.667       -65.0029
            669            669         77.485         85.750       -65.0229
            670            670         77.566         85.833       -65.0358
            671            671         77.646         85.917       -65.0517
            672            672         77.732         86.000        -65.068
            673            673         77.809         86.083       -65.0833
            674            674         77.891         86.167       -65.0897
            675            675         77.974         86.250        -65.102
            676            676         78.055         86.333       -65.1156
            677            677         78.141         86.417       -65.1262
            678            678         78.223         86.500       -65.1302
            679            679         78.307         86.583       -65.1388
            680            680         78.391         86.667       -65.1474
            681            681         78.468         86.750       -65.1552
            682            682         78.561         86.833       -65.1585
            683            683         78.639         86.917       -65.1619
            684            684         78.715         87.000       -65.1656
            685            685         78.801         87.083        -65.171
            686            686         78.893         87.167       -65.1733
            687            687         78.966         87.250       -65.1774
            688            688         79.048         87.333        -65.179
            689            689         79.140         87.417       -65.1783
            690            690         79.219         87.500       -65.1726
            691            691         79.303         87.583       -65.1689
            692            692         79.395         87.667       -65.1636
            693            693         79.471         87.750       -65.1575
            694            694         79.547         87.833        -65.149
            695            695         79.632         87.917       -65.1373
            696            696         79.717         88.000       -65.1229
            697            697         79.811         88.083       -65.1073
            698            698         79.893         88.167       -65.0776
            699            699         79.981         88.250        -65.056
            700            700         80.061         88.333       -65.0348
            701            701         80.152         88.417       -65.0133
            702            702         80.235         88.500       -64.9806
            703            703         80.326         88.583       -64.9507
            704            704         80.416         88.667       -64.9206
            705            705         80.505         88.750       -64.8915
            706            706         80.584         88.833       -64.8534
            707            707         80.670         88.917        -64.818
            708            708         80.759         89.000       -64.7809
            709            709         80.848         89.083       -64.7413
            710            710         80.932         89.167        -64.687
            711            711         81.028         89.250       -64.6355
            712            712         81.114         89.333       -64.5807
            713            713         81.206         89.417       -64.5243
            714            714         81.288         89.500       -64.4573
            715            715         81.383         89.583       -64.3967
            716            716         81.471         89.667       -64.3353
            717            717         81.561         89.750       -64.2707
            718            718         81.658         89.833       -64.1756
            719            719         81.750         89.917       -64.0915
            720            720         81.848         90.000       -64.0084
            721            721         81.942         90.083       -63.9238
            722            722         82.034         90.167       -63.8363
            723            723         82.125         90.250       -63.7265
            724            724         82.206         90.333       -63.6241
