Title                                                           12.07.2021 21:21
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  &293water-day5-30-160-15K
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
            222            222         77.661         85.500       -30.7681
            223            223         77.899         85.750       -31.1369
            224            224         78.118         86.000       -31.4981
            225            225         78.337         86.250        -31.859
            226            226         78.580         86.500       -32.2208
            227            227         78.802         86.750       -32.6104
            228            228         79.030         87.000       -32.9916
            229            229         79.255         87.250        -33.373
            230            230         79.477         87.500       -33.7559
            231            231         79.699         87.750        -34.171
            232            232         79.915         88.000       -34.5685
            233            233         80.132         88.250       -34.9638
            234            234         80.367         88.500       -35.3609
            235            235         80.579         88.750       -35.7784
            236            236         80.803         89.000       -36.1858
            237            237         81.019         89.250       -36.5911
            238            238         81.241         89.500       -37.0004
            239            239         81.467         89.750       -37.4133
            240            240         81.682         90.000       -37.8419
            241            241         81.909         90.250       -38.2616
            242            242         82.126         90.500       -38.6799
            243            243         82.342         90.750       -39.1001
            244            244         82.565         91.000       -39.5311
            245            245         82.790         91.250       -39.9577
            246            246         83.010         91.500       -40.3837
            247            247         83.222         91.750       -40.8092
            248            248         83.432         92.000       -41.2489
            249            249         83.653         92.250       -41.6823
            250            250         83.879         92.500       -42.1147
            251            251         84.092         92.750       -42.5474
            252            252         84.311         93.000       -42.9828
            253            253         84.526         93.250       -43.4185
            254            254         84.742         93.500       -43.8555
            255            255         84.963         93.750       -44.2945
            256            256         85.178         94.000       -44.7345
            257            257         85.392         94.250       -45.1721
            258            258         85.611         94.500       -45.6082
            259            259         85.831         94.750       -46.0416
            260            260         86.048         95.000       -46.4755
            261            261         86.263         95.250       -46.9085
            262            262         86.479         95.500       -47.3395
            263            263         86.692         95.750       -47.7693
            264            264         86.914         96.000        -48.193
            265            265         87.140         96.250       -48.6168
            266            266         87.353         96.500         -49.04
            267            267         87.580         96.750       -49.4644
            268            268         87.804         97.000        -49.873
            269            269         88.021         97.250        -50.288
            270            270         88.241         97.500       -50.7024
            271            271         88.465         97.750       -51.1125
            272            272         88.688         98.000       -51.5184
            273            273         88.913         98.250       -51.9102
            274            274         89.133         98.500       -52.3047
            275            275         89.349         98.750       -52.6965
            276            276         89.566         99.000       -53.0856
            277            277         89.796         99.250       -53.4516
            278            278         90.017         99.500       -53.8215
            279            279         90.245         99.750       -54.1871
            280            280         90.477        100.000        -54.551
            281            281         90.707        100.250       -54.8768
            282            282         90.927        100.500       -55.2157
            283            283         91.158        100.750       -55.5529
            284            284         91.390        101.000        -55.886
            285            285         91.619        101.250       -56.1791
            286            286         91.854        101.500       -56.4843
            287            287         92.092        101.750       -56.7859
            288            288         92.323        102.000       -57.0812
            289            289         92.546        102.250       -57.3327
            290            290         92.793        102.500       -57.5979
            291            291         93.033        102.750       -57.8594
            292            292         93.268        103.000       -58.1163
            293            293         93.509        103.250       -58.3206
            294            294         93.754        103.500       -58.5477
            295            295         93.986        103.750       -58.7714
            296            296         94.237        104.000       -58.9881
            297            297         94.485        104.250       -59.1441
            298            298         94.725        104.500       -59.3225
            299            299         94.979        104.750       -59.4969
            300            300         95.221        105.000       -59.6661
            301            301         95.470        105.250       -59.7789
            302            302         95.717        105.500       -59.9093
            303            303         95.968        105.750       -60.0351
            304            304         96.224        106.000       -60.1542
            305            305         96.485        106.250        -60.203
            306            306         96.738        106.500       -60.2768
            307            307         97.001        106.750        -60.345
            308            308         97.261        107.000       -60.4061
            309            309         97.516        107.250       -60.4026
            310            310         97.778        107.500        -60.426
            311            311         98.046        107.750       -60.4485
            312            312         98.314        108.000       -60.4635
            313            313         98.577        108.250        -60.401
            314            314         98.844        108.500       -60.3662
            315            315         99.125        108.750         -60.33
            316            316         99.403        109.000       -60.2863
            317            317         99.664        109.250       -60.1731
            318            318         99.934        109.500       -60.0896
            319            319        100.209        109.750       -60.0045
            320            320        100.480        110.000       -59.9133
            321            321        100.767        110.250       -59.7486
            322            322        101.053        110.500       -59.6118
            323            323        101.326        110.750       -59.4707
            324            324        101.614        111.000       -59.3231
            325            325        101.893        111.250        -59.107
            326            326        102.172        111.500       -58.9171
            327            327        102.453        111.750       -58.7239
            328            328        102.743        112.000       -58.5223
            329            329        103.036        112.250       -58.2443
            330            330        103.319        112.500       -57.9879
            331            331        103.616        112.750       -57.7236
            332            332        103.909        113.000       -57.4484
            333            333        104.207        113.250       -57.0843
            334            334        104.496        113.500       -56.7458
            335            335        104.797        113.750       -56.3985
            336            336        105.095        114.000       -56.0325
            337            337        105.403        114.250       -55.6534
            338            338        105.714        114.500       -55.1372
            339            339        106.026        114.750       -54.6746
            340            340        106.342        115.000       -54.2066
            341            341        106.650        115.250       -53.7242
            342            342        106.975        115.500       -53.1145
            343            343        107.300        115.750       -52.5582
            344            344        107.625        116.000       -51.9968
            345            345        107.951        116.250       -51.4242
            346            346        108.278        116.500       -50.7278
            347            347        108.615        116.750       -50.0895
            348            348        108.947        117.000       -49.4533
            349            349        109.293        117.250       -48.8101
            350            350        109.632        117.500       -48.0527
            351            351        109.963        117.750       -47.3509
            352            352        110.307        118.000       -46.6576
            353            353        110.648        118.250       -45.9621
            354            354        110.983        118.500       -45.1953
            355            355        111.315        118.750       -44.4622
            356            356        111.664        119.000       -43.7373
            357            357        112.001        119.250       -43.0133
            358            358        112.347        119.500       -42.2539
            359            359        112.692        119.750       -41.5219
            360            360        113.028        120.000        -40.801
            361            361        113.361        120.250       -40.0841
            362            362        113.701        120.500       -39.3653
            363            363        114.048        120.750        -38.652
            364            364        114.384        121.000       -37.9455
            365            365        114.712        121.250       -37.2441
            366            366        115.037        121.500       -36.5838
            367            367        115.367        121.750        -35.911
            368            368        115.693        122.000       -35.2431
            369            369        116.019        122.250       -34.5798
            370            370        116.343        122.500        -33.966
            371            371        116.671        122.750        -33.334
            372            372        117.000        123.000        -32.706
            373            373        117.324        123.250       -32.0856
            374            374        117.632        123.500       -31.5253
            375            375        117.954        123.750       -30.9413
            376            376        118.267        124.000       -30.3601
            377            377        118.583        124.250       -29.7841
            378            378        118.902        124.500       -29.2722
            379            379        119.213        124.750       -28.7355
            380            380        119.533        125.000       -28.2014
            381            381        119.835        125.250        -27.675
            382            382        120.138        125.500        -27.213
            383            383        120.453        125.750       -26.7279
            384            384        120.753        126.000       -26.2446
            385            385        121.063        126.250       -25.7642
            386            386        121.368        126.500       -25.3445
            387            387        121.671        126.750       -24.8993
            388            388        121.982        127.000       -24.4542
            389            389        122.271        127.250       -24.0162
            390            390        122.566        127.500       -23.6449
            391            391        122.874        127.750       -23.2434
            392            392        123.161        128.000       -22.8394
            393            393        123.459        128.250       -22.4397
            394            394        123.765        128.500       -22.0927
            395            395        124.054        128.750       -21.7261
            396            396        124.355        129.000       -21.3607
            397            397        124.650        129.250       -20.9994
            398            398        124.932        129.500       -20.6892
            399            399        125.222        129.750        -20.354
            400            400        125.524        130.000       -20.0167
            401            401        125.813        130.250       -19.6843
            402            402        126.094        130.500       -19.3942
            403            403        126.381        130.750       -19.0879
            404            404        126.679        131.000       -18.7828
            405            405        126.957        131.250       -18.4813
            406            406        127.252        131.500       -18.2143
            407            407        127.539        131.750       -17.9352
            408            408        127.832        132.000       -17.6562
            409            409        128.109        132.250       -17.3787
            410            410        128.393        132.500       -17.1412
            411            411        128.681        132.750       -16.8859
            412            412        128.957        133.000       -16.6288
            413            413        129.246        133.250       -16.3733
            414            414        129.517        133.500       -16.1543
            415            415        129.805        133.750       -15.9218
            416            416        130.085        134.000       -15.6898
            417            417        130.371        134.250       -15.4604
            418            418        130.652        134.500       -15.2557
            419            419        130.929        134.750       -15.0432
            420            420        131.210        135.000       -14.8342
            421            421        131.490        135.250       -14.6303
            422            422        131.767        135.500       -14.4566
            423            423        132.035        135.750       -14.2674
            424            424        132.319        136.000        -14.077
            425            425        132.595        136.250       -13.8888
            426            426        132.871        136.500       -13.7346
            427            427        133.148        136.750       -13.5649
            428            428        133.421        137.000       -13.3933
            429            429        133.689        137.250       -13.2234
            430            430        133.958        137.500       -13.0792
            431            431        134.240        137.750       -12.9213
            432            432        134.517        138.000        -12.763
            433            433        134.793        138.250       -12.6072
            434            434        135.059        138.500       -12.4678
            435            435        135.331        138.750       -12.3231
            436            436        135.609        139.000       -12.1794
            437            437        135.884        139.250       -12.0383
            438            438        136.150        139.500       -11.9096
            439            439        136.424        139.750       -11.7762
            440            440        136.702        140.000       -11.6461
            441            441        136.966        140.250       -11.5187
            442            442        137.241        140.500       -11.4128
            443            443        137.502        140.750       -11.2963
            444            444        137.783        141.000       -11.1774
            445            445        138.045        141.250       -11.0596
            446            446        138.320        141.500       -10.9629
            447            447        138.592        141.750       -10.8586
            448            448        138.862        142.000       -10.7528
            449            449        139.121        142.250       -10.6469
            450            450        139.394        142.500       -10.5589
            451            451        139.656        142.750       -10.4622
            452            452        139.932        143.000       -10.3653
            453            453        140.203        143.250       -10.2708
            454            454        140.466        143.500       -10.1862
            455            455        140.728        143.750       -10.1008
            456            456        140.994        144.000       -10.0136
            457            457        141.268        144.250        -9.9244
            458            458        141.536        144.500       -9.84468
            459            459        141.800        144.750       -9.76001
            460            460        142.071        145.000       -9.67696
            461            461        142.326        145.250       -9.59854
            462            462        142.598        145.500       -9.53161
            463            463        142.858        145.750       -9.45633
            464            464        143.120        146.000       -9.37981
            465            465        143.399        146.250       -9.30346
            466            466        143.664        146.500       -9.23326
            467            467        143.927        146.750       -9.16423
            468            468        144.199        147.000       -9.09618
            469            469        144.455        147.250       -9.02875
            470            470        144.711        147.500       -8.97673
            471            471        144.990        147.750       -8.91716
            472            472        145.254        148.000        -8.8531
            473            473        145.521        148.250       -8.78819
            474            474        145.781        148.500       -8.73421
            475            475        146.039        148.750       -8.67889
            476            476        146.306        149.000       -8.62453
            477            477        146.570        149.250       -8.57038
            478            478        146.839        149.500       -8.52091
            479            479        147.097        149.750        -8.4694
            480            480        147.361        150.000       -8.41663
            481            481        147.635        150.250       -8.36319
            482            482        147.896        150.500        -8.3165
            483            483        148.146        150.750       -8.26594
            484            484        148.415        151.000       -8.21468
            485            485        148.673        151.250       -8.16272
            486            486        148.940        151.500       -8.11757
            487            487        149.203        151.750       -8.07117
            488            488        149.466        152.000       -8.02419
            489            489        149.735        152.250       -7.97774
            490            490        149.995        152.500       -7.93159
            491            491        150.260        152.750       -7.88529
            492            492        150.516        153.000       -7.83923
            493            493        150.784        153.250       -7.79502
            494            494        151.043        153.500       -7.75506
            495            495        151.300        153.750       -7.71152
            496            496        151.568        154.000       -7.66852
            497            497        151.832        154.250       -7.62457
            498            498        152.090        154.500       -7.58075
            499            499        152.354        154.750       -7.53872
            500            500        152.620        155.000       -7.49692
            501            501        152.871        155.250       -7.45698
            502            502        153.137        155.500       -7.41919
            503            503        153.403        155.750       -7.38232
            504            504        153.663        156.000       -7.34714
            505            505        153.919        156.250       -7.31067
            506            506        154.191        156.500       -7.27526
            507            507        154.451        156.750       -7.24201
            508            508        154.708        157.000       -7.20512
            509            509        154.975        157.250       -7.16638
            510            510        155.227        157.500       -7.12931
            511            511        155.493        157.750       -7.09278
            512            512        155.757        158.000       -7.05669
            513            513        156.017        158.250       -7.02374
            514            514        156.273        158.500        -6.9933
            515            515        156.531        158.750       -6.96385
            516            516        156.789        159.000       -6.93758
            517            517        157.061        159.250       -6.91359
            518            518        157.316        159.500       -6.89023
            519            519        157.578        159.750       -6.86908
            520            520        157.832        160.000       -6.84881


Results:
  ? Integral	-7198.55 mJ
    normalized	-553.78 Jg^-1
  Onset	67.19 °C
  Peak	98.31 °C
  Left bl Limit	38.17 °C
  Right bl Limit	157.39 °C
  Baseline Type  spline 
  Result Mode    Sample Temp
  Left Area	57.18 %
  Right Area	42.82 %
  Partial Area	100.00 %

Sample:
  293water-day5-30-160-15K, 12.9989 mg
Experiment Comments:
  -
Evaluation:
  
Method:
  YQC-TG-30-160-15K
TA Module:
  TGA/DSC 1 SF/817-20130926, 31.08.2018 13:28:13
  Type           : TGA/DSC 1 SF/1100
  Identification : 817
  Main Sensor: TGA/SF SDTA FRS2


________________________________________________________________________________
Not signed                                                        STARe SW 16.00
