Title                                                           12.07.2021 21:21
________________________________________________________________________________

Title
Evaluation Categories:

Curve Name:
  &293water-day5-30-160-15K
  Sample Weight
Curve Values:
          Index              t             Ts             Tr          Value
            157            157         61.215         69.250        12.9398
            158            158         61.480         69.500        12.9377
            159            159         61.742         69.750        12.9357
            160            160         62.006         70.000        12.9337
            161            161         62.267         70.250        12.9317
            162            162         62.535         70.500        12.9298
            163            163         62.792         70.750        12.9279
            164            164         63.053         71.000        12.9259
            165            165         63.320         71.250        12.9239
            166            166         63.575         71.500        12.9218
            167            167         63.839         71.750        12.9196
            168            168         64.114         72.000        12.9172
            169            169         64.376         72.250        12.9148
            170            170         64.637         72.500        12.9117
            171            171         64.912         72.750        12.9088
            172            172         65.168         73.000        12.9058
            173            173         65.421         73.250        12.9026
            174            174         65.694         73.500        12.8995
            175            175         65.968         73.750         12.896
            176            176         66.234         74.000        12.8928
            177            177         66.497         74.250        12.8896
            178            178         66.757         74.500        12.8864
            179            179         67.017         74.750        12.8833
            180            180         67.285         75.000          12.88
            181            181         67.544         75.250        12.8767
            182            182         67.807         75.500        12.8734
            183            183         68.064         75.750        12.8697
            184            184         68.333         76.000         12.866
            185            185         68.607         76.250        12.8621
            186            186         68.853         76.500        12.8581
            187            187         69.112         76.750        12.8535
            188            188         69.377         77.000        12.8492
            189            189         69.634         77.250        12.8449
            190            190         69.885         77.500        12.8405
            191            191         70.145         77.750        12.8356
            192            192         70.407         78.000        12.8304
            193            193         70.658         78.250        12.8252
            194            194         70.909         78.500        12.8199
            195            195         71.162         78.750        12.8143
            196            196         71.411         79.000        12.8089
            197            197         71.663         79.250        12.8037
            198            198         71.908         79.500        12.7984
            199            199         72.156         79.750        12.7935
            200            200         72.414         80.000        12.7882
            201            201         72.666         80.250        12.7826
            202            202         72.915         80.500        12.7769
            203            203         73.163         80.750        12.7708
            204            204         73.396         81.000        12.7647
            205            205         73.648         81.250        12.7583
            206            206         73.885         81.500        12.7519
            207            207         74.141         81.750        12.7448
            208            208         74.388         82.000        12.7378
            209            209         74.623         82.250        12.7307
            210            210         74.853         82.500        12.7232
            211            211         75.095         82.750        12.7152
            212            212         75.328         83.000        12.7077
            213            213         75.566         83.250        12.7005
            214            214         75.809         83.500        12.6933
            215            215         76.047         83.750        12.6858
            216            216         76.280         84.000        12.6782
            217            217         76.510         84.250        12.6705
            218            218         76.742         84.500        12.6628
            219            219         76.975         84.750        12.6545
            220            220         77.200         85.000        12.6462
            221            221         77.422         85.250        12.6377
            222            222         77.661         85.500        12.6293
            223            223         77.899         85.750        12.6205
            224            224         78.118         86.000        12.6116
            225            225         78.337         86.250        12.6024
            226            226         78.580         86.500         12.593
            227            227         78.802         86.750        12.5835
            228            228         79.030         87.000        12.5739
            229            229         79.255         87.250        12.5643
            230            230         79.477         87.500        12.5547
            231            231         79.699         87.750        12.5448
            232            232         79.915         88.000        12.5349
            233            233         80.132         88.250        12.5251
            234            234         80.367         88.500        12.5152
            235            235         80.579         88.750        12.5051
            236            236         80.803         89.000         12.495
            237            237         81.019         89.250        12.4848
            238            238         81.241         89.500        12.4744
            239            239         81.467         89.750        12.4639
            240            240         81.682         90.000        12.4528
            241            241         81.909         90.250        12.4412
            242            242         82.126         90.500        12.4294
            243            243         82.342         90.750        12.4178
            244            244         82.565         91.000        12.4059
            245            245         82.790         91.250        12.3943
            246            246         83.010         91.500        12.3826
            247            247         83.222         91.750        12.3708
            248            248         83.432         92.000        12.3593
            249            249         83.653         92.250        12.3472
            250            250         83.879         92.500         12.335
            251            251         84.092         92.750        12.3227
            252            252         84.311         93.000        12.3094
            253            253         84.526         93.250        12.2965
            254            254         84.742         93.500        12.2836
            255            255         84.963         93.750        12.2707
            256            256         85.178         94.000        12.2576
            257            257         85.392         94.250        12.2446
            258            258         85.611         94.500        12.2316
            259            259         85.831         94.750        12.2185
            260            260         86.048         95.000        12.2053
            261            261         86.263         95.250         12.192
            262            262         86.479         95.500         12.179
            263            263         86.692         95.750        12.1662
            264            264         86.914         96.000        12.1527
            265            265         87.140         96.250        12.1395
            266            266         87.353         96.500        12.1264
            267            267         87.580         96.750        12.1137
            268            268         87.804         97.000        12.0941
            269            269         88.021         97.250        12.0737
            270            270         88.241         97.500        12.0548
            271            271         88.465         97.750        12.0422
            272            272         88.688         98.000        12.0378
            273            273         88.913         98.250        12.0293
            274            274         89.133         98.500        12.0052
            275            275         89.349         98.750         11.979
            276            276         89.566         99.000        11.9578
            277            277         89.796         99.250        11.9556
            278            278         90.017         99.500        11.9503
            279            279         90.245         99.750        11.9376
            280            280         90.477        100.000        11.9229
            281            281         90.707        100.250        11.9086
            282            282         90.927        100.500        11.8946
            283            283         91.158        100.750        11.8801
            284            284         91.390        101.000        11.8639
            285            285         91.619        101.250        11.8476
            286            286         91.854        101.500        11.8323
            287            287         92.092        101.750        11.8173
            288            288         92.323        102.000        11.8023
            289            289         92.546        102.250        11.7885
            290            290         92.793        102.500        11.7742
            291            291         93.033        102.750        11.7598
            292            292         93.268        103.000        11.7455
            293            293         93.509        103.250        11.7312
            294            294         93.754        103.500         11.717
            295            295         93.986        103.750        11.7028
            296            296         94.237        104.000        11.6887
            297            297         94.485        104.250        11.6747
            298            298         94.725        104.500        11.6606
            299            299         94.979        104.750        11.6466
            300            300         95.221        105.000        11.6325
            301            301         95.470        105.250        11.6185
            302            302         95.717        105.500        11.6045
            303            303         95.968        105.750        11.5906
            304            304         96.224        106.000        11.5766
            305            305         96.485        106.250         11.563
            306            306         96.738        106.500        11.5493
            307            307         97.001        106.750        11.5357
            308            308         97.261        107.000        11.5223
            309            309         97.516        107.250        11.5083
            310            310         97.778        107.500        11.4944
            311            311         98.046        107.750        11.4807
            312            312         98.314        108.000        11.4663
            313            313         98.577        108.250        11.4502
            314            314         98.844        108.500         11.437
            315            315         99.125        108.750        11.4294
            316            316         99.403        109.000        11.4208
            317            317         99.664        109.250        11.4103
            318            318         99.934        109.500        11.4004
            319            319        100.209        109.750        11.3891
            320            320        100.480        110.000        11.3754
            321            321        100.767        110.250        11.3602
            322            322        101.053        110.500        11.3483
            323            323        101.326        110.750         11.339
            324            324        101.614        111.000        11.3292
            325            325        101.893        111.250        11.3192
            326            326        102.172        111.500        11.3085
            327            327        102.453        111.750        11.2979
            328            328        102.743        112.000        11.2879
            329            329        103.036        112.250        11.2761
            330            330        103.319        112.500        11.2639
            331            331        103.616        112.750        11.2536
            332            332        103.909        113.000          11.25
            333            333        104.207        113.250        11.2432
            334            334        104.496        113.500        11.2357
            335            335        104.797        113.750        11.2286
            336            336        105.095        114.000        11.2217
            337            337        105.403        114.250        11.2148
            338            338        105.714        114.500        11.2077
            339            339        106.026        114.750        11.2011
            340            340        106.342        115.000         11.195
            341            341        106.650        115.250        11.1891
            342            342        106.975        115.500        11.1844
            343            343        107.300        115.750        11.1797
            344            344        107.625        116.000        11.1752
            345            345        107.951        116.250         11.171
            346            346        108.278        116.500        11.1684
            347            347        108.615        116.750        11.1655
            348            348        108.947        117.000        11.1629
            349            349        109.293        117.250        11.1606
            350            350        109.632        117.500        11.1596
            351            351        109.963        117.750        11.1583
            352            352        110.307        118.000        11.1572
            353            353        110.648        118.250        11.1563
            354            354        110.983        118.500        11.1566
            355            355        111.315        118.750        11.1564
            356            356        111.664        119.000        11.1559
            357            357        112.001        119.250        11.1552
            358            358        112.347        119.500        11.1551
            359            359        112.692        119.750        11.1547
            360            360        113.028        120.000        11.1544
            361            361        113.361        120.250        11.1541
            362            362        113.701        120.500        11.1538
            363            363        114.048        120.750        11.1537
            364            364        114.384        121.000        11.1537
            365            365        114.712        121.250        11.1537
            366            366        115.037        121.500        11.1539
            367            367        115.367        121.750         11.154
            368            368        115.693        122.000        11.1541
            369            369        116.019        122.250        11.1541
            370            370        116.343        122.500        11.1537
            371            371        116.671        122.750        11.1531
            372            372        117.000        123.000        11.1524
            373            373        117.324        123.250         11.152
            374            374        117.632        123.500        11.1516
            375            375        117.954        123.750        11.1515
            376            376        118.267        124.000        11.1514
            377            377        118.583        124.250        11.1513
            378            378        118.902        124.500        11.1519
            379            379        119.213        124.750        11.1519
            380            380        119.533        125.000         11.152
            381            381        119.835        125.250        11.1521
            382            382        120.138        125.500        11.1518
            383            383        120.453        125.750        11.1518
            384            384        120.753        126.000        11.1518
            385            385        121.063        126.250        11.1519
            386            386        121.368        126.500        11.1521
            387            387        121.671        126.750        11.1522
            388            388        121.982        127.000        11.1523
            389            389        122.271        127.250        11.1523
            390            390        122.566        127.500        11.1522
            391            391        122.874        127.750        11.1522
            392            392        123.161        128.000        11.1522
            393            393        123.459        128.250        11.1521
            394            394        123.765        128.500        11.1519
            395            395        124.054        128.750        11.1518
            396            396        124.355        129.000        11.1517
            397            397        124.650        129.250        11.1516
            398            398        124.932        129.500        11.1516
            399            399        125.222        129.750        11.1515
            400            400        125.524        130.000        11.1514
            401            401        125.813        130.250        11.1514
            402            402        126.094        130.500        11.1515
            403            403        126.381        130.750        11.1515
            404            404        126.679        131.000        11.1515
            405            405        126.957        131.250        11.1514
            406            406        127.252        131.500        11.1514
            407            407        127.539        131.750        11.1515
            408            408        127.832        132.000        11.1515
            409            409        128.109        132.250        11.1516
            410            410        128.393        132.500        11.1517
            411            411        128.681        132.750        11.1517
            412            412        128.957        133.000        11.1518
            413            413        129.246        133.250        11.1518
            414            414        129.517        133.500        11.1519
            415            415        129.805        133.750        11.1519
            416            416        130.085        134.000        11.1519
            417            417        130.371        134.250        11.1519
            418            418        130.652        134.500        11.1518
            419            419        130.929        134.750        11.1517
            420            420        131.210        135.000        11.1516
            421            421        131.490        135.250        11.1514
            422            422        131.767        135.500        11.1512
            423            423        132.035        135.750         11.151
            424            424        132.319        136.000        11.1508
            425            425        132.595        136.250        11.1507
            426            426        132.871        136.500        11.1506
            427            427        133.148        136.750        11.1506
            428            428        133.421        137.000        11.1506
            429            429        133.689        137.250        11.1507
            430            430        133.958        137.500         11.151
            431            431        134.240        137.750        11.1513
            432            432        134.517        138.000        11.1515
            433            433        134.793        138.250        11.1517
            434            434        135.059        138.500         11.152
            435            435        135.331        138.750        11.1522
            436            436        135.609        139.000        11.1523
            437            437        135.884        139.250        11.1523
            438            438        136.150        139.500        11.1521
            439            439        136.424        139.750        11.1519
            440            440        136.702        140.000        11.1516
            441            441        136.966        140.250        11.1513
            442            442        137.241        140.500        11.1508
            443            443        137.502        140.750        11.1505
            444            444        137.783        141.000        11.1502
            445            445        138.045        141.250        11.1501
            446            446        138.320        141.500        11.1501
            447            447        138.592        141.750        11.1502
            448            448        138.862        142.000        11.1503
            449            449        139.121        142.250        11.1505
            450            450        139.394        142.500        11.1509
            451            451        139.656        142.750        11.1511
            452            452        139.932        143.000        11.1513
            453            453        140.203        143.250        11.1514
            454            454        140.466        143.500        11.1516
            455            455        140.728        143.750        11.1521
            456            456        140.994        144.000        11.1524
            457            457        141.268        144.250        11.1527
            458            458        141.536        144.500        11.1536
            459            459        141.800        144.750        11.1539
            460            460        142.071        145.000        11.1491
            461            461        142.326        145.250         11.136
            462            462        142.598        145.500        11.1436
            463            463        142.858        145.750        11.1537
            464            464        143.120        146.000        11.1556
            465            465        143.399        146.250        11.1548
            466            466        143.664        146.500        11.1527
            467            467        143.927        146.750        11.1516
            468            468        144.199        147.000        11.1509
            469            469        144.455        147.250        11.1501
            470            470        144.711        147.500          11.15
            471            471        144.990        147.750        11.1497
            472            472        145.254        148.000        11.1496
            473            473        145.521        148.250        11.1495
            474            474        145.781        148.500        11.1499
            475            475        146.039        148.750        11.1501
            476            476        146.306        149.000        11.1504
            477            477        146.570        149.250        11.1507
            478            478        146.839        149.500        11.1521
            479            479        147.097        149.750        11.1532
            480            480        147.361        150.000        11.1543
            481            481        147.635        150.250        11.1556
            482            482        147.896        150.500        11.1586
            483            483        148.146        150.750        11.1573
            484            484        148.415        151.000        11.1507
            485            485        148.673        151.250        11.1452
            486            486        148.940        151.500        11.1475
            487            487        149.203        151.750        11.1487
            488            488        149.466        152.000        11.1493
            489            489        149.735        152.250        11.1495
            490            490        149.995        152.500        11.1498
            491            491        150.260        152.750        11.1495
            492            492        150.516        153.000        11.1493
            493            493        150.784        153.250        11.1485
            494            494        151.043        153.500        11.1464
            495            495        151.300        153.750        11.1452
            496            496        151.568        154.000        11.1468
            497            497        151.832        154.250        11.1509
            498            498        152.090        154.500        11.1539
            499            499        152.354        154.750         11.154
            500            500        152.620        155.000        11.1534
            501            501        152.871        155.250         11.153
            502            502        153.137        155.500        11.1526
            503            503        153.403        155.750        11.1519
            504            504        153.663        156.000        11.1514
            505            505        153.919        156.250        11.1511
            506            506        154.191        156.500        11.1509
            507            507        154.451        156.750        11.1506
            508            508        154.708        157.000        11.1503
            509            509        154.975        157.250          11.15
            510            510        155.227        157.500        11.1498
            511            511        155.493        157.750        11.1495
            512            512        155.757        158.000        11.1493
            513            513        156.017        158.250        11.1491
            514            514        156.273        158.500        11.1489
            515            515        156.531        158.750        11.1487
            516            516        156.789        159.000        11.1487
            517            517        157.061        159.250        11.1488
            518            518        157.316        159.500        11.1489
            519            519        157.578        159.750        11.1491
            520            520        157.832        160.000        11.1492


Results:
Sample:
  293water-day5-30-160-15K, 12.9989 mg
Experiment Comments:
  -
Evaluation:
  
Method:
  YQC-TG-30-160-15K
TA Module:
  TGA/DSC 1 SF/817-20130926, 31.08.2018 13:28:13
  Type           : TGA/DSC 1 SF/1100
  Identification : 817
  Main Sensor: TGA/SF SDTA FRS2


Curve Name:
  &293water-day5-30-160-15K
  Heatflow
Curve Values:
          Index              t             Ts             Tr          Value
                           [s]           [°C]           [°C]           [mW]
              0              0         24.105         30.000      -0.549039
              1              1         24.093         30.250      -0.728438
              2              2         24.103         30.500      -0.851318
              3              3         24.167         30.750      -0.969928
              4              4         24.284         31.000       -1.23312
              5              5         24.415         31.250       -1.37225
              6              6         24.566         31.500          -1.48
              7              7         24.704         31.750       -1.58607
              8              8         24.856         32.000       -1.69071
              9              9         25.020         32.250       -1.80393
             10             10         25.174         32.500       -1.91932
             11             11         25.345         32.750       -2.03404
             12             12         25.530         33.000       -2.12596
             13             13         25.712         33.250       -2.22624
             14             14         25.906         33.500       -2.32075
             15             15         26.106         33.750       -2.41387
             16             16         26.288         34.000       -2.48778
             17             17         26.493         34.250       -2.57467
             18             18         26.695         34.500       -2.66313
             19             19         26.906         34.750        -2.7523
             20             20         27.116         35.000       -2.82448
             21             21         27.323         35.250        -2.9043
             22             22         27.551         35.500       -2.98523
             23             23         27.769         35.750       -3.06769
             24             24         27.992         36.000       -3.14739
             25             25         28.207         36.250       -3.22833
             26             26         28.423         36.500       -3.31088
             27             27         28.643         36.750       -3.39588
             28             28         28.880         37.000       -3.48073
             29             29         29.099         37.250       -3.56367
             30             30         29.332         37.500       -3.64677
             31             31         29.563         37.750       -3.73166
             32             32         29.789         38.000       -3.82386
             33             33         30.024         38.250       -3.91132
             34             34         30.253         38.500       -3.99799
             35             35         30.480         38.750       -4.08518
             36             36         30.717         39.000       -4.17439
             37             37         30.958         39.250       -4.26189
             38             38         31.189         39.500       -4.35006
             39             39         31.434         39.750       -4.43944
             40             40         31.659         40.000       -4.52998
             41             41         31.905         40.250       -4.61817
             42             42         32.140         40.500       -4.70625
             43             43         32.382         40.750       -4.79652
             44             44         32.621         41.000       -4.88262
             45             45         32.863         41.250       -4.96701
             46             46         33.099         41.500       -5.04946
             47             47         33.340         41.750       -5.13168
             48             48         33.582         42.000       -5.21763
             49             49         33.832         42.250       -5.30387
             50             50         34.070         42.500       -5.38829
             51             51         34.320         42.750       -5.47135
             52             52         34.551         43.000       -5.54957
             53             53         34.806         43.250       -5.62886
             54             54         35.065         43.500       -5.70843
             55             55         35.305         43.750       -5.78988
             56             56         35.548         44.000       -5.86499
             57             57         35.788         44.250       -5.94133
             58             58         36.031         44.500        -6.0173
             59             59         36.284         44.750       -6.09133
             60             60         36.531         45.000       -6.15716
             61             61         36.777         45.250       -6.22769
             62             62         37.032         45.500       -6.29846
             63             63         37.277         45.750       -6.36881
             64             64         37.522         46.000       -6.43353
             65             65         37.786         46.250       -6.49969
             66             66         38.029         46.500       -6.56489
             67             67         38.281         46.750       -6.63068
             68             68         38.541         47.000       -6.68909
             69             69         38.786         47.250       -6.75578
             70             70         39.025         47.500       -6.82198
             71             71         39.283         47.750       -6.88585
             72             72         39.531         48.000       -6.94921
             73             73         39.780         48.250       -7.01241
             74             74         40.041         48.500       -7.07537
             75             75         40.288         48.750       -7.13822
             76             76         40.536         49.000       -7.20251
             77             77         40.782         49.250       -7.26827
             78             78         41.028         49.500       -7.32995
             79             79         41.294         49.750       -7.38907
             80             80         41.550         50.000       -7.44666
             81             81         41.794         50.250       -7.49901
             82             82         42.048         50.500       -7.55979
             83             83         42.306         50.750       -7.62253
             84             84         42.552         51.000       -7.68491
             85             85         42.799         51.250       -7.74487
             86             86         43.061         51.500       -7.80345
             87             87         43.319         51.750       -7.86027
             88             88         43.568         52.000       -7.91598
             89             89         43.838         52.250       -7.96832
             90             90         44.071         52.500       -8.02056
             91             91         44.322         52.750       -8.07294
             92             92         44.574         53.000       -8.12599
             93             93         44.829         53.250       -8.17606
             94             94         45.089         53.500       -8.22493
             95             95         45.348         53.750        -8.2747
             96             96         45.600         54.000       -8.32538
             97             97         45.852         54.250       -8.36566
             98             98         46.109         54.500       -8.40851
             99             99         46.371         54.750        -8.4514
            100            100         46.626         55.000       -8.49392
            101            101         46.879         55.250       -8.53476
            102            102         47.138         55.500       -8.57862
            103            103         47.395         55.750       -8.62153
            104            104         47.651         56.000       -8.66411
            105            105         47.897         56.250       -8.70439
            106            106         48.166         56.500       -8.74846
            107            107         48.425         56.750       -8.79296
            108            108         48.686         57.000       -8.83639
            109            109         48.942         57.250       -8.88129
            110            110         49.189         57.500       -8.92937
            111            111         49.443         57.750       -8.97927
            112            112         49.707         58.000       -9.03131
            113            113         49.959         58.250       -9.08489
            114            114         50.218         58.500       -9.14942
            115            115         50.463         58.750       -9.21467
            116            116         50.731         59.000       -9.28284
            117            117         50.990         59.250       -9.35333
            118            118         51.246         59.500       -9.44291
            119            119         51.504         59.750       -9.52958
            120            120         51.755         60.000       -9.61858
            121            121         52.012         60.250       -9.70914
            122            122         52.270         60.500       -9.83154
            123            123         52.526         60.750       -9.94291
            124            124         52.777         61.000       -10.0556
            125            125         53.037         61.250        -10.171
            126            126         53.289         61.500       -10.3202
            127            127         53.541         61.750       -10.4562
            128            128         53.798         62.000       -10.5939
            129            129         54.062         62.250       -10.7359
            130            130         54.316         62.500       -10.9131
            131            131         54.564         62.750       -11.0789
            132            132         54.826         63.000       -11.2475
            133            133         55.084         63.250       -11.4194
            134            134         55.342         63.500       -11.6254
            135            135         55.593         63.750       -11.8193
            136            136         55.854         64.000       -12.0155
            137            137         56.101         64.250       -12.2159
            138            138         56.357         64.500       -12.4565
            139            139         56.612         64.750       -12.6763
            140            140         56.865         65.000       -12.8968
            141            141         57.114         65.250       -13.1219
            142            142         57.376         65.500       -13.3766
            143            143         57.623         65.750       -13.6178
            144            144         57.878         66.000       -13.8574
            145            145         58.133         66.250        -14.097
            146            146         58.386         66.500       -14.3586
            147            147         58.643         66.750       -14.6042
            148            148         58.904         67.000       -14.8453
            149            149         59.140         67.250       -15.0839
            150            150         59.403         67.500       -15.3303
            151            151         59.661         67.750        -15.568
            152            152         59.912         68.000        -15.801
            153            153         60.172         68.250       -16.0309
            154            154         60.432         68.500        -16.244
            155            155         60.695         68.750       -16.4647
            156            156         60.950         69.000       -16.6849
            157            157         61.215         69.250       -16.9039
            158            158         61.480         69.500       -17.1006
            159            159         61.742         69.750       -17.3066
            160            160         62.006         70.000       -17.5112
            161            161         62.267         70.250       -17.7145
            162            162         62.535         70.500       -17.8972
            163            163         62.792         70.750       -18.0875
            164            164         63.053         71.000       -18.2797
            165            165         63.320         71.250       -18.4709
            166            166         63.575         71.500       -18.6411
            167            167         63.839         71.750       -18.8162
            168            168         64.114         72.000       -18.9898
            169            169         64.376         72.250       -19.1621
            170            170         64.637         72.500       -19.3146
            171            171         64.912         72.750       -19.4773
            172            172         65.168         73.000       -19.6407
            173            173         65.421         73.250       -19.8033
            174            174         65.694         73.500       -19.9636
            175            175         65.968         73.750       -20.1026
            176            176         66.234         74.000       -20.2508
            177            177         66.497         74.250       -20.4021
            178            178         66.757         74.500       -20.5545
            179            179         67.017         74.750        -20.701
            180            180         67.285         75.000         -20.85
            181            181         67.544         75.250       -21.0022
            182            182         67.807         75.500       -21.1557
            183            183         68.064         75.750       -21.3066
            184            184         68.333         76.000       -21.4616
            185            185         68.607         76.250       -21.6206
            186            186         68.853         76.500       -21.7813
            187            187         69.112         76.750       -21.9516
            188            188         69.377         77.000       -22.1215
            189            189         69.634         77.250       -22.2933
            190            190         69.885         77.500       -22.4683
            191            191         70.145         77.750       -22.6625
            192            192         70.407         78.000       -22.8456
            193            193         70.658         78.250       -23.0283
            194            194         70.909         78.500       -23.2111
            195            195         71.162         78.750       -23.4182
            196            196         71.411         79.000       -23.6188
            197            197         71.663         79.250        -23.819
            198            198         71.908         79.500       -24.0211
            199            199         72.156         79.750         -24.24
            200            200         72.414         80.000        -24.453
            201            201         72.666         80.250       -24.6708
            202            202         72.915         80.500       -24.8935
            203            203         73.163         80.750        -25.139
            204            204         73.396         81.000       -25.3793
            205            205         73.648         81.250       -25.6209
            206            206         73.885         81.500       -25.8637
            207            207         74.141         81.750        -26.136
            208            208         74.388         82.000        -26.399
            209            209         74.623         82.250       -26.6642
            210            210         74.853         82.500       -26.9326
            211            211         75.095         82.750       -27.2428
            212            212         75.328         83.000       -27.5384
            213            213         75.566         83.250       -27.8328
            214            214         75.809         83.500       -28.1276
            215            215         76.047         83.750       -28.4507
            216            216         76.280         84.000       -28.7662
            217            217         76.510         84.250       -29.0827
            218            218         76.742         84.500       -29.4006
            219            219         76.975         84.750       -29.7555
            220            220         77.200         85.000       -30.0924
            221            221         77.422         85.250        -30.429
